500;1.8341517448425293;99.4285714286
1000;4.153285026550293;99.8571428571
1500;5.54232382774353;99.5238095238
2000;7.331924915313721;99.7857142857
500;1.9005560874938965;99.7142857143
1000;3.729830265045166;99.7142857143
1500;5.727785348892212;99.619047619
2000;7.486789703369141;99.8571428571
2500;9.580500602722168;99.7142857143
3000;11.403258323669434;99.7619047619
3500;13.386440753936768;99.5510204082
4000;14.95041012763977;99.8571428571
4500;17.245492696762085;99.7142857143
5000;18.84834623336792;99.6857142857
5500;21.161811351776123;99.6103896104
6000;22.83276391029358;99.7380952381
6500;25.695289611816406;99.6923076923
7000;26.843703746795654;99.6530612245
7500;29.283839225769043;99.8095238095
8000;31.69520592689514;99.7678571429
8500;33.708049058914185;99.6638655462
9000;34.473403215408325;99.6349206349
9500;37.112364768981934;99.8195488722
10000;38.55505394935608;99.5571428571
10500;41.257914781570435;99.4013605442
11000;42.506165981292725;99.6623376623
11500;45.86161971092224;99.5403726708
12000;46.52989315986633;99.5476190476
12500;49.78272724151611;99.4628571429
13000;50.725701093673706;99.5604395604
13500;52.97192311286926;99.4603174603
14000;55.41208243370056;99.4591836735
14500;58.589611291885376;99.6748768473
15000;58.852261543273926;99.4380952381
15500;61.32221269607544;99.5023041475
16000;62.0681791305542;99.375
16500;64.74946522712708;99.3333333333
17000;67.11701607704163;99.3697478992
17500;71.39530301094055;99.5836734694
18000;68.9584128856659;99.4126984127
18500;71.4408233165741;99.4517374517
19000;76.04996371269226;99.4511278195
19500;76.9124710559845;99.2820512821
20000;76.64352893829346;99.4
20500;80.1641161441803;99.4494773519
21000;83.78007221221924;99.5170068027
21500;84.84707570075989;99.342192691
22000;87.49349403381348;99.4675324675
22500;92.60182404518127;99.4222222222
23000;93.37934947013855;99.4285714286
23500;93.57689356803894;99.4650455927
24000;91.92315006256104;99.5238095238
24500;95.99615812301636;99.4402332362
